accession	genome_lineage	hedgehog_set_hash	hedgehog_precision	id	pct
EPI_ISL_11639180	BA.2	A	A_17	BW-RKI-I-665975|EPI_ISL_11639180|Germany|BA.2|2022-03-21	99.0650639190994
EPI_ISL_11639270	BA.1.1	BA.1.1	BA.1.1_3	LSPA-3C6B50F|EPI_ISL_11639270|United Kingdom|BA.1.1|2022-03-24	99.6374737645487
EPI_ISL_11643949	BA.2	BA.2	BA.2_1	DCGC-455423|EPI_ISL_11643949|Denmark|BA.2|2022-03-25	99.9809196718184
EPI_ISL_11644242	BA.2.9	A	A_17	ALDP-3BE6A3B|EPI_ISL_11644242|United Kingdom|BA.2.9|2022-03-21	99.8091967181836
EPI_ISL_11648193	BA.2	A	A_17	DCGC-456439|EPI_ISL_11648193|Denmark|BA.2|2022-03-27	99.8091967181836
EPI_ISL_11648520	BA.2	A	A_14	QEUH-3C4719C|EPI_ISL_11648520|United Kingdom|BA.2|2022-03-25	99.8091967181836
EPI_ISL_11650438	BA.2.3	BA.2	BA.2_1	NEWC-3C57D86|EPI_ISL_11650438|United Kingdom|BA.2.3|2022-03-23	99.8091967181836
EPI_ISL_11651144	BA.2	A	A_17	DCGC-457124|EPI_ISL_11651144|Denmark|BA.2|2022-03-23	99.8091967181836
EPI_ISL_11652457	BA.2	BA.2	BA.2_1	DCGC-457322|EPI_ISL_11652457|Denmark|BA.2|2022-03-26	99.732875405457
EPI_ISL_11652984	BA.2	A	A_17	BW-RKI-I-670484|EPI_ISL_11652984|Germany|BA.2|2022-03-06	98.5117344018317
EPI_ISL_11653163	BA.1.1	BA.1.1	BA.1.1_2	QEUH-3C29E6C|EPI_ISL_11653163|United Kingdom|BA.1.1|2022-03-24	99.6183934363671
EPI_ISL_11653228	BA.1.1	BA.1	BA.1_4	RP-RKI-I-670568|EPI_ISL_11653228|Germany|BA.1.1|2022-03-16	90.6315588628124
EPI_ISL_11653661	BA.2.36	BA.2	BA.2_1	DCGC-457608|EPI_ISL_11653661|Denmark|BA.2.36|2022-03-27	99.7901163900019
EPI_ISL_11654188	BA.2	A	A_17	DCGC-457736|EPI_ISL_11654188|Denmark|BA.2|2022-03-27	99.7901163900019
EPI_ISL_11654782	BA.2	BA.2	BA.2_1	QEUH-3C19D71|EPI_ISL_11654782|United Kingdom|BA.2|2022-03-23	99.8091967181836
EPI_ISL_11654837	BA.2	BA.2	BA.2_1	BY-RKI-I-671071|EPI_ISL_11654837|Germany|BA.2|2022-03-17	99.7710360618203
EPI_ISL_11655933	BA.2	A	A_4	PHEC-YYDU7HY|EPI_ISL_11655933|United Kingdom|BA.2|2022-03-16	99.7901163900019
EPI_ISL_11657886	BA.1	BA.1.15	BA.1.15	PHEC-YYDUQO8|EPI_ISL_11657886|United Kingdom|BA.1|2022-03-18	99.5802327800038
EPI_ISL_11660594	BA.2.3	BA.2	BA.2_1	FL-RIVM-94311|EPI_ISL_11660594|Netherlands|BA.2.3|2022-03-16	99.8091967181836
EPI_ISL_11661809	BA.2	BA.2	BA.2_1	SN-RKI-I-675793|EPI_ISL_11661809|Germany|BA.2|2022-03-21	90.5361572219042
EPI_ISL_11663356	BA.2	A	A_17	NW-RKI-I-677738|EPI_ISL_11663356|Germany|BA.2|2022-03-25	90.5170768937226
EPI_ISL_11665025	BA.2	BA.2	BA.2_1	BY-RKI-I-679224|EPI_ISL_11665025|Germany|BA.2|2022-03-13	99.8091967181836
EPI_ISL_11665114	BA.2	BA.2	BA.2_1	BY-RKI-I-679317|EPI_ISL_11665114|Germany|BA.2|2022-03-15	97.424155695478
EPI_ISL_11665567	BA.1.1	BA.1.1	BA.1.1_2	KDCA33259|EPI_ISL_11665567|South Korea|BA.1.1|2022-03-04	99.6374737645487
EPI_ISL_11665615	BA.2	A	A_14	KDCA33306|EPI_ISL_11665615|South Korea|BA.2|2022-03-04	99.8091967181836
EPI_ISL_11668189	BA.2.9	BA.2	BA.2_1	SN-RKI-I-682263|EPI_ISL_11668189|Germany|BA.2.9|2022-03-15	99.732875405457
EPI_ISL_11670749	BA.2	A	A_17	MV-RKI-I-683754|EPI_ISL_11670749|Germany|BA.2|2022-03-16	99.8091967181836
EPI_ISL_11671246	BA.2	BA.2	BA.2_1	NW-RKI-I-684323|EPI_ISL_11671246|Germany|BA.2|2022-03-11	99.7901163900019
EPI_ISL_11674902	BA.2.9	A	A_17	NI-RKI-I-686732|EPI_ISL_11674902|Germany|BA.2.9|2022-03-21	99.8091967181836
EPI_ISL_11675162	BA.1.1	BA.1	BA.1_2	NI-RKI-I-686955|EPI_ISL_11675162|Germany|BA.1.1|2022-03-16	99.1986262163709
EPI_ISL_11675624	BA.2.12	BA.2.12	BA.2.12	SH-RKI-I-687310|EPI_ISL_11675624|Germany|BA.2.12|2022-03-07	99.8091967181836
EPI_ISL_11679476	BA.1	BA.1	BA.1_4	8734361-GMI|EPI_ISL_11679476|Belize|BA.1|2021-12-28	99.8091967181836
EPI_ISL_11679569	BA.2	A	A_14	27SVAN38051|EPI_ISL_11679569|Czech Republic|BA.2|2022-03-15	96.6991032245755
EPI_ISL_11679971	BA.2.36	BA.2	BA.2_2	ULG-25512|EPI_ISL_11679971|Belgium|BA.2.36|2022-03-22	97.5195573363862
EPI_ISL_11680465	BA.1	BA.1.15	BA.1.15	NY-CUIMC-NP-9781|EPI_ISL_11680465|USA|BA.1|2022-01-10	99.5802327800038
EPI_ISL_11682789	BA.2.10	BA.2.10	BA.2.10	WA-Curative-261014|EPI_ISL_11682789|USA|BA.2.10|2022-03-18	93.8370539973288
EPI_ISL_11684116	BA.1	BA.1	BA.1_2	CA-HLX-STM-JGPJ4ZSU8|EPI_ISL_11684116|USA|BA.1|2021-12-24	89.2768555619157
EPI_ISL_11686834	BA.1.1	BA.1.1	BA.1.1_2	UT-UPHL-220331597071|EPI_ISL_11686834|USA|BA.1.1|2022-01-22	99.6374737645487
EPI_ISL_11687510	BA.1.1	BA.1.1	BA.1.1_2	UT-UPHL-220331049508|EPI_ISL_11687510|USA|BA.1.1|2022-01-26	99.6374737645487
EPI_ISL_11687527	BA.1.1	BA.1.1	BA.1.1_2	UT-UPHL-220331964846|EPI_ISL_11687527|USA|BA.1.1|2022-03-03	99.6374737645487
EPI_ISL_11688398	BA.2	BA.2	BA.2_1	BRBR-3C7A488|EPI_ISL_11688398|United Kingdom|BA.2|2022-03-25	99.8091967181836
EPI_ISL_11688731	BA.2.9	BA.2	BA.2_1	LSPA-3C78FD4|EPI_ISL_11688731|United Kingdom|BA.2.9|2022-03-25	99.8091967181836
EPI_ISL_11689163	BA.2.10.1	BA.2.10.1	BA.2.10.1	LSPA-3C91C65|EPI_ISL_11689163|United Kingdom|BA.2.10.1|2022-03-26	94.0850982636901
EPI_ISL_11692655	BA.2	A	A_14	QEUH-3C620F8|EPI_ISL_11692655|United Kingdom|BA.2|2022-03-26	99.8091967181836
EPI_ISL_11694791	BA.2	A	A_17	LSPA-3C2E33B|EPI_ISL_11694791|United Kingdom|BA.2|2022-03-23	99.8091967181836
EPI_ISL_11694890	BA.2	BA.2	BA.2_1	LSPA-3C47A91|EPI_ISL_11694890|United Kingdom|BA.2|2022-03-25	99.8091967181836
EPI_ISL_11696571	BA.2	A	A_14	NJ-CDC-LC0566243|EPI_ISL_11696571|USA|BA.2|2022-03-21	99.8091967181836
EPI_ISL_11697176	BA.2	A	A_17	CA-CDC-QDX35038438|EPI_ISL_11697176|USA|BA.2|2022-03-16	99.8091967181836
EPI_ISL_11702838	BA.2	A	A_14	LSPA-3C99122|EPI_ISL_11702838|United Kingdom|BA.2|2022-03-26	99.8091967181836
EPI_ISL_11703070	BA.2	A	A_14	QEUH-3C9632F|EPI_ISL_11703070|United Kingdom|BA.2|2022-03-27	99.8091967181836
EPI_ISL_11703088	BA.2	A	A_14	LSPA-3C97D5D|EPI_ISL_11703088|United Kingdom|BA.2|2022-03-27	99.8091967181836
EPI_ISL_11703390	BA.2.9	A	A_17	LSPA-3C8AF93|EPI_ISL_11703390|United Kingdom|BA.2.9|2022-03-27	99.8091967181836
EPI_ISL_11703618	XE	A	A_14	LSPA-3C8A045|EPI_ISL_11703618|United Kingdom|XE|2022-03-24	99.8091967181836
EPI_ISL_11703842	BA.2	BA.2.10	BA.2.10	NEWC-3C4F0F1|EPI_ISL_11703842|United Kingdom|BA.2|2022-03-25	99.8091967181836
EPI_ISL_11707105	BA.1.1.2	BA.1.1	BA.1.1_3	PG-206264|EPI_ISL_11707105|Japan|BA.1.1.2|2022-01-27	99.6374737645487
EPI_ISL_11707333	BA.1.1.2	BA.1.1	BA.1.1_3	PG-206492|EPI_ISL_11707333|Japan|BA.1.1.2|2022-02-02	99.6374737645487
EPI_ISL_11707892	BA.1.1.2	BA.1.1	BA.1.1_2	PG-208635|EPI_ISL_11707892|Japan|BA.1.1.2|2022-01-28	99.6374737645487
EPI_ISL_11711063	BA.1.1.2	BA.1.1	BA.1.1_3	PG-215576|EPI_ISL_11711063|Japan|BA.1.1.2|2022	99.6374737645487
EPI_ISL_11712245	BA.1.1.2	BA.1.1	BA.1.1_2	PG-200069|EPI_ISL_11712245|Japan|BA.1.1.2|2022-02-15	99.6374737645487
EPI_ISL_11712938	BC.1	BC.1	BC.1	PG-207932|EPI_ISL_11712938|Japan|BC.1|2022-02-23	99.6374737645487
EPI_ISL_11713870	BA.1.1.2	BA.1.1	BA.1.1_2	PG-212256|EPI_ISL_11713870|Japan|BA.1.1.2|2022-03-09	99.6374737645487
EPI_ISL_11713887	BA.2.3.13	A	A_14	PG-212273|EPI_ISL_11713887|Japan|BA.2.3.13|2022-03-10	99.8091967181836
EPI_ISL_11713947	BA.1.1.2	BA.1.1	BA.1.1_3	PG-215476|EPI_ISL_11713947|Japan|BA.1.1.2|2022-03-16	99.6374737645487
EPI_ISL_11714087	BA.1.1.2	BA.1.1	BA.1.1_3	PG-214330|EPI_ISL_11714087|Japan|BA.1.1.2|2022-03-06	99.6374737645487
EPI_ISL_11714334	BA.1.1.2	BA.1.1	BA.1.1_1	PG-209970|EPI_ISL_11714334|Japan|BA.1.1.2|2022-02-28	99.6374737645487
EPI_ISL_11714469	BA.1.1	BA.1.1	BA.1.1_2	PG-214367|EPI_ISL_11714469|Japan|BA.1.1|2022-03-07	99.6374737645487
EPI_ISL_11714623	BA.1.1.2	BA.1.1	BA.1.1_2	PG-207638|EPI_ISL_11714623|Japan|BA.1.1.2|2022-02-12	99.6374737645487
EPI_ISL_11715199	BA.1.1	BA.1.1	BA.1.1_3	PG-193159|EPI_ISL_11715199|Japan|BA.1.1|2022-02-06	99.1604655600076
EPI_ISL_11715705	BA.1.1.2	BA.1.1	BA.1.1_3	PG-201905|EPI_ISL_11715705|Japan|BA.1.1.2|2022-02-10	99.6374737645487
EPI_ISL_11716068	BA.1.1.2	BA.1.1	BA.1.1_3	PG-207398|EPI_ISL_11716068|Japan|BA.1.1.2|2022-02-17	99.6374737645487
EPI_ISL_11716334	BA.1.1	BA.1	BA.1_4	PG-210566|EPI_ISL_11716334|Japan|BA.1.1|2022-02-24	99.6374737645487
EPI_ISL_11716425	BA.1.1.2	BA.1.1	BA.1.1_2	PG-210657|EPI_ISL_11716425|Japan|BA.1.1.2|2022-03-06	99.6374737645487
EPI_ISL_11716991	BA.1.1.2	BA.1.1	BA.1.1_2	PG-208225|EPI_ISL_11716991|Japan|BA.1.1.2|2022-02-08	99.6374737645487
EPI_ISL_11721461	BA.2.9	A	A_17	DCGC-458525|EPI_ISL_11721461|Denmark|BA.2.9|2022-03-28	99.8091967181836
EPI_ISL_11721909	BA.2	BA.2	BA.2_1	DCGC-458823|EPI_ISL_11721909|Denmark|BA.2|2022-03-27	99.9809196718184
EPI_ISL_11721994	BA.1.1.2	BA.1.1	BA.1.1_2	PG-210067|EPI_ISL_11721994|Japan|BA.1.1.2|2022-03-08	99.6374737645487
EPI_ISL_11722281	BA.2	BA.2	BA.2_1	DCGC-459069|EPI_ISL_11722281|Denmark|BA.2|2022-03-26	99.3894294981874
EPI_ISL_11722420	BA.2.14	BA.2.14	BA.2.14	DCGC-459156|EPI_ISL_11722420|Denmark|BA.2.14|2022-03-28	99.7901163900019
EPI_ISL_11723018	BA.2.9	BA.2	BA.2_1	DCGC-459532|EPI_ISL_11723018|Denmark|BA.2.9|2022-03-25	94.2186605609617
EPI_ISL_11724204	BA.2	A	A_17	DCGC-460302|EPI_ISL_11724204|Denmark|BA.2|2022-03-28	99.8091967181836
EPI_ISL_11724549	BA.1.1	BA.1.1	BA.1.1_2	PG-196018|EPI_ISL_11724549|Japan|BA.1.1|2022-02-06	99.6374737645487
EPI_ISL_11726995	BA.1.1	BA.1.1	BA.1.1_2	LSPA-3CCDC15|EPI_ISL_11726995|United Kingdom|BA.1.1|2022-03-28	99.6374737645487
EPI_ISL_11727000	BA.2.37	A	A_14	LSPA-3CCDB27|EPI_ISL_11727000|United Kingdom|BA.2.37|2022-03-28	99.8091967181836
EPI_ISL_11727458	BA.2	BA.2	BA.2_1	IDF-SLS-762203071479|EPI_ISL_11727458|France|BA.2|2022-03-22	91.3184506773516
EPI_ISL_11728774	BA.2	BA.2	BA.2_1	LSPA-3CC0887|EPI_ISL_11728774|United Kingdom|BA.2|2022-03-26	99.8091967181836
EPI_ISL_11729399	BA.2.1	A	A_14	LSPA-3CBCF6B|EPI_ISL_11729399|United Kingdom|BA.2.1|2022-03-28	99.8091967181836
EPI_ISL_11730430	BA.2	A	A_14	LSPA-3CC4100|EPI_ISL_11730430|United Kingdom|BA.2|2022-03-27	99.8091967181836
EPI_ISL_11731544	BA.2	A	A_17	LSPA-3CB07AB|EPI_ISL_11731544|United Kingdom|BA.2|2022-03-28	99.8091967181836
EPI_ISL_11733089	BA.2.1	A	A_4	PT31071|EPI_ISL_11733089|Portugal|BA.2.1|2022-03-22	99.8091967181836
EPI_ISL_11733760	BA.1.1	BA.1.1	BA.1.1_3	22BG-EU_016308_Pl152|EPI_ISL_11733760|Bulgaria|BA.1.1|2022-01-21	99.6374737645487
EPI_ISL_11734232	BA.1.1	BA.1.1	BA.1.1_3	22BG-EU_016822_Pl158|EPI_ISL_11734232|Bulgaria|BA.1.1|2022-01-26	99.6374737645487
EPI_ISL_11735152	BA.2	A	A_1	KA-RFNB-6671|EPI_ISL_11735152|India|BA.2|2022-02	66.6857469948483
EPI_ISL_11736938	BA.2	BA.2	BA.2_1	RC0633721|EPI_ISL_11736938|Estonia|BA.2|2022-03-11	98.5117344018317
EPI_ISL_11739216	BA.2	BA.2	BA.2_1	ARCH-002983C7|EPI_ISL_11739216|United Kingdom|BA.2|2022	99.8091967181836
EPI_ISL_11740110	BA.2	BA.2	BA.2_1	EDB51418|EPI_ISL_11740110|United Kingdom|BA.2|2022-03-07	94.0850982636901
EPI_ISL_11740330	BA.1.1.18	BA.1.1	BA.1.1_3	ND-NDDH-13370|EPI_ISL_11740330|USA|BA.1.1.18|2022-02-01	96.0885327227628
EPI_ISL_11741186	BA.2	BA.2	BA.2_1	NORT-YNN1YP5|EPI_ISL_11741186|United Kingdom|BA.2|2022	99.8091967181836
EPI_ISL_11741285	BA.2.3	A	A_14	NORT-YNNO6DI|EPI_ISL_11741285|United Kingdom|BA.2.3|2022	99.8091967181836
EPI_ISL_11743151	BA.2	A	A_17	BS-UHB-43419641|EPI_ISL_11743151|Switzerland|BA.2|2022-03-23	99.7901163900019
EPI_ISL_11744375	BA.1.1	BA.1.1	BA.1.1_3	PHEC-YYDIDHS|EPI_ISL_11744375|United Kingdom|BA.1.1|2022-03-10	93.2264834955161
EPI_ISL_11745593	BA.2	A	A_17	PHEC-YYDIOAT|EPI_ISL_11745593|United Kingdom|BA.2|2022-03-19	89.6584621255486
EPI_ISL_11746102	BA.2.9	A	A_17	PHEC-YYDSGJA|EPI_ISL_11746102|United Kingdom|BA.2.9|2022-03-19	99.8091967181836
EPI_ISL_11746344	BA.2	BA.2	BA.2_1	PHEC-YYDSQW3|EPI_ISL_11746344|United Kingdom|BA.2|2022-03-16	97.6531196336577
EPI_ISL_11747568	BA.1.1	BA.1.1	BA.1.1_2	NY-PRL-2022_0329_00E24|EPI_ISL_11747568|USA|BA.1.1|2022-03-25	99.6374737645487
EPI_ISL_11747724	BA.1.1	BA.1.1	BA.1.1_2	PHEC-YYDZAN1|EPI_ISL_11747724|United Kingdom|BA.1.1|2022-03-21	99.6374737645487
EPI_ISL_11748128	BA.2	A	A_4	PHEC-YYDZRYK|EPI_ISL_11748128|United Kingdom|BA.2|2022-03-21	99.7710360618203
EPI_ISL_11749111	BA.2	A	A_14	PHEP-YYRT9IX|EPI_ISL_11749111|United Kingdom|BA.2|2022-03-19	99.8091967181836
EPI_ISL_11749821	BA.1.1.15	BA.1.1	BA.1.1_2	QLD0x00D908|EPI_ISL_11749821|Australia|BA.1.1.15|2022-03-04	99.6374737645487
EPI_ISL_11750512	BA.2	BA.2	BA.2_1	PHWC-PJC5T8|EPI_ISL_11750512|United Kingdom|BA.2|2022-03-14	99.6183934363671
EPI_ISL_11750840	BA.2	A	A_14	PHWC-PJCJSX|EPI_ISL_11750840|United Kingdom|BA.2|2022-03-15	99.8091967181836
EPI_ISL_11750955	BA.2	A	A_14	PHWC-PJCP65|EPI_ISL_11750955|United Kingdom|BA.2|2022-03-16	99.8091967181836
EPI_ISL_11752867	BA.1.18	BA.1.15	BA.1.15	PHWC-PJM6WY|EPI_ISL_11752867|United Kingdom|BA.1.18|2022-03-14	99.6374737645487
EPI_ISL_11753932	BA.2	BA.2	BA.2_1	SCOT-7134|EPI_ISL_11753932|United Kingdom|BA.2|2022-03-08	99.7901163900019
EPI_ISL_11754063	BA.2.9	BA.2	BA.2_1	SCOT-7356|EPI_ISL_11754063|United Kingdom|BA.2.9|2022-03-09	94.7147490936844
EPI_ISL_11754563	BA.2.9.5	BA.2	BA.2_1	NIC_LRI_12044|EPI_ISL_11754563|Thailand|BA.2.9.5|2022-03	93.6844113718756
EPI_ISL_11754716	BA.1.1	BA.1.1	BA.1.1_3	A454|EPI_ISL_11754716|Malaysia|BA.1.1|2021-12-30	99.6374737645487
EPI_ISL_11756176	BA.1.1	BA.1.1	BA.1.1_3	GA-CDC-STM-RUXU48BFT|EPI_ISL_11756176|USA|BA.1.1|2022-03-19	99.6374737645487
EPI_ISL_11760501	BA.2	BA.2	BA.2_1	VD-CHUV-GEN11262|EPI_ISL_11760501|Switzerland|BA.2|2022-03-21	99.8091967181836
EPI_ISL_11760638	BA.1.1	BA.1.1	BA.1.1_2	NIC-INSPI-112676|EPI_ISL_11760638|Ecuador|BA.1.1|2022-03-11	99.6374737645487
EPI_ISL_11762060	BA.2	A	A_14	ON-PHL-22-15080|EPI_ISL_11762060|Canada|BA.2|2022-03-23	94.4094638427781
EPI_ISL_11762467	BA.1.1	BA.1.1	BA.1.1_2	ON-PHL-22-15505|EPI_ISL_11762467|Canada|BA.1.1|2022-03-21	90.9559244419004
EPI_ISL_11762516	BA.2	A	A_14	ON-PHL-22-15557|EPI_ISL_11762516|Canada|BA.2|2022-03-25	91.1467277237169
EPI_ISL_11764175	BA.2	A	A_14	TX-HMH-MCoV-96224|EPI_ISL_11764175|USA|BA.2|2022-03-23	99.8091967181836
EPI_ISL_11764782	BA.2	BA.2	BA.2_1	NW-HHU-22886|EPI_ISL_11764782|Germany|BA.2|2022-03-19	94.2568212173249
EPI_ISL_11765840	BA.2.10	BA.2.10	BA.2.10	CO-CDPHE-2103058293|EPI_ISL_11765840|USA|BA.2.10|2022-03-14	99.7901163900019
EPI_ISL_11767056	BA.2.3	A	A_14	9222098652|EPI_ISL_11767056|Brunei|BA.2.3|2022-02-23	95.974050753673
EPI_ISL_11768961	BA.1.1	BA.1.1	BA.1.1_3	LSPA-3CE9633|EPI_ISL_11768961|United Kingdom|BA.1.1|2022-03-27	99.6374737645487
EPI_ISL_11769950	BA.2	BA.2	BA.2_1	LSPA-3CD90CF|EPI_ISL_11769950|United Kingdom|BA.2|2022-03-28	99.8091967181836
EPI_ISL_11771253	BA.2	BA.2	BA.2_1	QEUH-3CD5403|EPI_ISL_11771253|United Kingdom|BA.2|2022-03-28	99.8091967181836
EPI_ISL_11773698	BA.2	BA.2	BA.2_1	QEUH-3CBA361|EPI_ISL_11773698|United Kingdom|BA.2|2022-03-28	99.8091967181836
EPI_ISL_11775143	BA.2	A	A_14	QEUH-3C7DB44|EPI_ISL_11775143|United Kingdom|BA.2|2022-03-25	99.8091967181836
EPI_ISL_11775867	BA.2.23	A	A_14	QEUH-3C9DD2A|EPI_ISL_11775867|United Kingdom|BA.2.23|2022-03-27	99.8091967181836
EPI_ISL_11778930	BA.1.1	BA.1.1	BA.1.1_3	OR-OHSU-16515|EPI_ISL_11778930|USA|BA.1.1|2022-01-07	99.6374737645487
EPI_ISL_11780290	BA.2	BA.2	BA.2_1	SIC-3422024092_S64|EPI_ISL_11780290|Italy|BA.2|2022-03-28	90.5552375500859
EPI_ISL_11781425	BA.1.1	BA.1.1	BA.1.1_3	DR-GD-02242007|EPI_ISL_11781425|Netherlands|BA.1.1|2022-02-11	79.2978439229155
EPI_ISL_11781520	BA.2	BA.2	BA.2_1	NORT-YNN19KN|EPI_ISL_11781520|United Kingdom|BA.2|2022	99.8091967181836
EPI_ISL_11782012	BA.2	BA.2	BA.2_1	NORT-YNN1TGA|EPI_ISL_11782012|United Kingdom|BA.2|2022-03-16	91.1658080518985
EPI_ISL_11784806	BA.2.9	A	A_17	DCGC-462342|EPI_ISL_11784806|Denmark|BA.2.9|2022-03-22	99.9618393436367
EPI_ISL_11784958	BA.2.3	A	A_14	DCGC-462420|EPI_ISL_11784958|Denmark|BA.2.3|2022-03-30	99.8091967181836
EPI_ISL_11785214	BA.2	A	A_17	DCGC-462672|EPI_ISL_11785214|Denmark|BA.2|2022-03-28	99.7710360618203
EPI_ISL_11786819	BA.2	A	A_14	DCGC-464076|EPI_ISL_11786819|Denmark|BA.2|2022-03-22	99.8091967181836
EPI_ISL_11786993	BA.2	BA.2	BA.2_1	DCGC-464246|EPI_ISL_11786993|Denmark|BA.2|2022-03-22	99.7901163900019
EPI_ISL_11787832	BA.2.9	BA.2	BA.2_1	DCGC-464786|EPI_ISL_11787832|Denmark|BA.2.9|2022-03-30	97.9393245563824
EPI_ISL_11789624	BA.2	BA.2	BA.2_1	CT-HUJT-RB32202|EPI_ISL_11789624|Spain|BA.2|2022-03-23	95.8214081282198
EPI_ISL_11789733	BA.2	BA.2	BA.2_1	Jessa_11-2213-005164|EPI_ISL_11789733|Belgium|BA.2|2022-03-31	98.1873688227437
EPI_ISL_11790674	BA.2	BA.2	BA.2_1	MI-CDC-LC0568116|EPI_ISL_11790674|USA|BA.2|2022-03-21	99.8091967181836
EPI_ISL_11791431	BA.2	BA.2	BA.2_1	NY-CDC-LC0567753|EPI_ISL_11791431|USA|BA.2|2022-03-24	99.8091967181836
EPI_ISL_11793125	BA.2	BA.2	BA.2_1	BW-FR3182|EPI_ISL_11793125|Germany|BA.2|2022-03-09	95.2299179545888
EPI_ISL_11798318	BA.1.1	BA.1.1	BA.1.1_2	CA-UCSF-JD1887|EPI_ISL_11798318|USA|BA.1.1|2022-02-28	99.6183934363671
EPI_ISL_11798891	BA.2	A	A_4	BA_22_00019982|EPI_ISL_11798891|Slovakia|BA.2|2022-03-17	99.8091967181836
EPI_ISL_11799234	BA.1	BA.1.15	BA.1.15	LAZ-AMC-2203182637-DS|EPI_ISL_11799234|Italy|BA.1|2022-03-18	92.0816638046174
EPI_ISL_11800281	BA.2.10.1	BA.2.10.1	BA.2.10.1	WA2598|EPI_ISL_11800281|Australia|BA.2.10.1|2022-03-28	99.3703491700057
EPI_ISL_11800923	BA.2	A	A_14	QEUH-3CF29A7|EPI_ISL_11800923|United Kingdom|BA.2|2022-03-29	99.8091967181836
EPI_ISL_11802104	BA.2	BA.2.2	BA.2.2	HSLL-3BE445D|EPI_ISL_11802104|United Kingdom|BA.2|2022-03-22	99.8091967181836
EPI_ISL_11802179	BA.2.9	A	A_17	HSLL-3BE4639|EPI_ISL_11802179|United Kingdom|BA.2.9|2022-03-22	99.8091967181836
EPI_ISL_11805031	BA.1.1	BA.1.1	BA.1.1_2	UNIMAS-HBTU555|EPI_ISL_11805031|Malaysia|BA.1.1|2022-03-12	99.6183934363671
EPI_ISL_11805668	BA.1.1.14	BA.1	BA.1_1	KA-SLS-SEQ-17010|EPI_ISL_11805668|India|BA.1.1.14|2021-12-24	85.6515932074032
EPI_ISL_11806600	BA.2	A	A_14	KE-NVRL-S22IRL00238919|EPI_ISL_11806600|Ireland|BA.2|2022-03-15	90.5170768937226
EPI_ISL_11807204	BA.1	BA.1.15	BA.1.15	CVR14783|EPI_ISL_11807204|United Kingdom|BA.1|2022-01-03	99.5611524518222
EPI_ISL_11807624	BA.2	A	A_14	CVR15008|EPI_ISL_11807624|United Kingdom|BA.2|2022-02-23	99.732875405457
EPI_ISL_11808298	BA.2	A	A_17	DCGC-467586|EPI_ISL_11808298|Denmark|BA.2|2022-04-01	99.8091967181836
EPI_ISL_11809110	BA.2	A	A_14	NORT-YNNWP19|EPI_ISL_11809110|United Kingdom|BA.2|2022	99.8091967181836
EPI_ISL_11809160	BA.2	BA.2	BA.2_1	NORT-YNNWQYD|EPI_ISL_11809160|United Kingdom|BA.2|2022	99.8091967181836
EPI_ISL_11809962	BA.2.3	BA.2	BA.2_1	PHEC-YYDAHKH|EPI_ISL_11809962|United Kingdom|BA.2.3|2022-03-15	87.273421102843
EPI_ISL_11810749	BA.2	BA.2	BA.2_1	PHEP-YYRWYUC|EPI_ISL_11810749|United Kingdom|BA.2|2022-03-20	99.7710360618203
EPI_ISL_11812223	BA.1.1	BA.1.1	BA.1.1_2	CT-Yale-18387|EPI_ISL_11812223|USA|BA.1.1|2022-03-19	99.6374737645487
EPI_ISL_11813212	BA.1.1	BA.1.1	BA.1.1_3	THL-202209087|EPI_ISL_11813212|Finland|BA.1.1|2022-03-03	99.9236786872734
EPI_ISL_11813718	BA.2.3	A	A_14	16941|EPI_ISL_11813718|Greece|BA.2.3|2022-03-17	99.6947147490937
EPI_ISL_11814484	BA.2	A	A_14	RI-RISHL-D08794|EPI_ISL_11814484|USA|BA.2|2022-03-15	99.8091967181836
EPI_ISL_11816392	BA.1.1	BA.1.1	BA.1.1_2	VA-VTVAS3-GSC30649|EPI_ISL_11816392|USA|BA.1.1|2022-01-12	99.6374737645487
EPI_ISL_11816401	BA.1	BA.1.15	BA.1.15	VA-VTVAS3-GSC30658|EPI_ISL_11816401|USA|BA.1|2022-01-12	99.6374737645487
EPI_ISL_11818017	BA.2	BA.2	BA.2_1	NW-RKI-I-690558|EPI_ISL_11818017|Germany|BA.2|2022-03-21	99.0459835909178
EPI_ISL_11818193	BA.1	BA.1.15	BA.1.15	NW-RKI-I-690740|EPI_ISL_11818193|Germany|BA.1|2022-03-21	99.6374737645487
EPI_ISL_11818999	BA.2	BA.2	BA.2_1	NW-RKI-I-691560|EPI_ISL_11818999|Germany|BA.2|2022-03-21	95.1535966418622
EPI_ISL_11820402	BA.2	A	A_17	HE-RKI-I-693422|EPI_ISL_11820402|Germany|BA.2|2022-03-22	99.7710360618203
EPI_ISL_11820870	BA.2	A	A_14	HH-RKI-I-693935|EPI_ISL_11820870|Germany|BA.2|2022-03-27	99.7519557336386
EPI_ISL_11822423	BA.1.1.1	BA.1.1	BA.1.1_3	ST-RKI-I-696102|EPI_ISL_11822423|Germany|BA.1.1.1|2022-03-02	99.6374737645487
EPI_ISL_11824460	BA.2	A	A_17	CVL-HCL722001557601|EPI_ISL_11824460|France|BA.2|2022-03-14	98.282770463652
EPI_ISL_11824879	BA.2	BA.2	BA.2_1	NAQ-HCL722001593701|EPI_ISL_11824879|France|BA.2|2022-03-21	99.8091967181836
